student_totals_seniors_x,specific_interactions_1-on-1s_total,specific_interactions_group_total,specific_interactions_1-on-1s_at_least_one,specific_interactions_group_at_least_one,specific_interactions_parent_meetings,specific_interactions_parent_meetings_at_least_one,total_interactions_met_with_1_plus_times_(group_and_1_1),total_interactions_met_with_3_plus_times_(group_and_1_1),total_interactions_met_with_5_plus_times_(group_and_1_1),total_interactions_met_with_10_plus_times_(group_and_1_1),college_awareness_campus_visits,college_awareness_campus_visits_at_least_one,college_awareness_college_fair,college_awareness_college_fairs_at_least_one,college_awareness_college_rep_visits,college_awareness_college_rep_visits_at_least_one,act_sats_completed,act_sats_registered_for_sat_or_act,act_sats_registered_for_sat,act_sats_registered_for_act,act_sats_assisted_registration_with_sat_or_act,act_sats_assisted_registration_with_sat,act_sats_assisted_registration_with_act,act_sats_waiver,act_sats_assisted_waiver,act_sats_sat_act_prep_meetings,act_sats_sat_act_prep_meetings_at_least_one,college_apps_submitted_1_plus_apps,college_apps_submitted_3_plus_apps,college_apps_submitted_5_plus_apps,college_apps_submitted_total_#_submitted,college_apps_accepted_1_plus_apps,college_apps_accepted_3_plus_apps,college_apps_accepted_5_plus_apps,college_apps_accepted_total_#_accepted,college_waivers_students_w_1_plus,college_waivers_total_#_waivers,college_waivers_total_waiver_dollars,institutional_aid_students_w_1_plus,institutional_aid_total_dollars,institutional_aid_students_w_1_plus_award_letter_reviews,institutional_aid_total_award_letter_meetings,fafsa_submitted,scholarships_students_w_1_plus,scholarships_total_dollars,year_starting,school_name,specific_interactions_1-on-1s_total_rate,specific_interactions_group_total_rate,specific_interactions_1-on-1s_at_least_one_rate,specific_interactions_group_at_least_one_rate,specific_interactions_parent_meetings_rate,specific_interactions_parent_meetings_at_least_one_rate,total_interactions_met_with_1_plus_times_(group_and_1_1)_rate,total_interactions_met_with_3_plus_times_(group_and_1_1)_rate,total_interactions_met_with_5_plus_times_(group_and_1_1)_rate,total_interactions_met_with_10_plus_times_(group_and_1_1)_rate,college_awareness_campus_visits_rate,college_awareness_campus_visits_at_least_one_rate,college_awareness_college_fair_rate,college_awareness_college_fairs_at_least_one_rate,college_awareness_college_rep_visits_rate,college_awareness_college_rep_visits_at_least_one_rate,act_sats_completed_rate,act_sats_registered_for_sat_or_act_rate,act_sats_registered_for_sat_rate,act_sats_registered_for_act_rate,act_sats_assisted_registration_with_sat_or_act_rate,act_sats_assisted_registration_with_sat_rate,act_sats_assisted_registration_with_act_rate,act_sats_waiver_rate,act_sats_assisted_waiver_rate,act_sats_sat_act_prep_meetings_rate,act_sats_sat_act_prep_meetings_at_least_one_rate,college_apps_submitted_1_plus_apps_rate,college_apps_submitted_3_plus_apps_rate,college_apps_submitted_5_plus_apps_rate,college_apps_submitted_total_#_submitted_rate,college_apps_accepted_1_plus_apps_rate,college_apps_accepted_3_plus_apps_rate,college_apps_accepted_5_plus_apps_rate,college_apps_accepted_total_#_accepted_rate,college_waivers_students_w_1_plus_rate,college_waivers_total_#_waivers_rate,college_waivers_total_waiver_dollars_rate,institutional_aid_students_w_1_plus_rate,institutional_aid_total_dollars_rate,institutional_aid_students_w_1_plus_award_letter_reviews_rate,institutional_aid_total_award_letter_meetings_rate,fafsa_submitted_rate,scholarships_students_w_1_plus_rate,scholarships_total_dollars_rate,student_totals_seniors_y,vdoe_total,enrolled,total_female,enrolled_female,total_male,enrolled_male,total_asian,enrolled_asian,total_black,enrolled_black,total_hispanic,enrolled_hispanic,total_white,enrolled_white,total_two,enrolled_two,econ_total,econ_enrolled,lep_total,lep_enrolled,disabilities_total,disabilities_enrolled
234.0,717.0,369.0,201.0,215.0,259.0,127.0,224.0,178.0,104.0,14.0,2.0,2.0,1.0,1.0,227.0,92.0,133.0,145.0,144.0,33.0,90.0,88.0,23.0,41.0,41.0,20.0,10.0,188.0,78.0,37.0,507.0,184.0,56.0,13.0,376.0,11.0,11.0,490.0,41.0,2692101.0,33.0,41.0,143.0,45.0,117150.0,2016,William Monroe High School,3.0641025641025643,1.5769230769230769,0.8589743589743589,0.9188034188034188,1.106837606837607,0.5427350427350427,0.9572649572649572,0.7606837606837606,0.4444444444444444,0.0598290598290598,0.0085470085470085,0.0085470085470085,0.0042735042735042,0.0042735042735042,0.97008547008547,0.3931623931623931,0.5683760683760684,0.6196581196581197,0.6153846153846154,0.141025641025641,0.3846153846153846,0.376068376068376,0.0982905982905982,0.1752136752136752,0.1752136752136752,0.0854700854700854,0.0427350427350427,0.8034188034188035,0.3333333333333333,0.1581196581196581,2.1666666666666665,0.7863247863247863,0.2393162393162393,0.0555555555555555,1.606837606837607,0.047008547008547,0.047008547008547,2.094017094017094,0.1752136752136752,11504.705128205129,0.141025641025641,0.1752136752136752,0.6111111111111112,0.1923076923076923,500.6410256410256,234,178,108,77,52,101,56,,,19.0,16.0,,,139.0,81.0,,,45.0,20.0,,,,
174.0,186.0,380.0,114.0,160.0,30.0,27.0,161.0,122.0,30.0,0.0,0.0,0.0,0.0,0.0,53.0,31.0,63.0,67.0,65.0,20.0,31.0,30.0,12.0,27.0,26.0,34.0,16.0,114.0,34.0,16.0,276.0,110.0,26.0,13.0,238.0,24.0,49.0,2215.0,34.0,2779188.0,0.0,0.0,76.0,21.0,51810.0,2016,Dan River High School,1.0689655172413792,2.183908045977012,0.6551724137931034,0.9195402298850576,0.1724137931034483,0.1551724137931034,0.9252873563218392,0.7011494252873564,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.3045977011494253,0.1781609195402299,0.3620689655172414,0.3850574712643678,0.3735632183908046,0.1149425287356321,0.1781609195402299,0.1724137931034483,0.0689655172413793,0.1551724137931034,0.1494252873563218,0.1954022988505747,0.0919540229885057,0.6551724137931034,0.1954022988505747,0.0919540229885057,1.5862068965517242,0.632183908045977,0.1494252873563218,0.0747126436781609,1.367816091954023,0.1379310344827586,0.2816091954022988,12.729885057471265,0.1954022988505747,15972.344827586208,0.0,0.0,0.4367816091954023,0.1206896551724138,297.7586206896552,174,135,90,60,43,75,47,,,39.0,28.0,,,92.0,60.0,,,60.0,35.0,,,,
369.0,734.0,185.0,213.0,136.0,59.0,54.0,260.0,149.0,74.0,8.0,33.0,26.0,26.0,19.0,254.0,115.0,158.0,172.0,168.0,17.0,60.0,53.0,11.0,37.0,35.0,20.0,13.0,213.0,82.0,36.0,538.0,205.0,50.0,13.0,391.0,12.0,29.0,1575.0,42.0,1048353.0,27.0,31.0,155.0,74.0,213290.0,2016,Orange County High School,1.989159891598916,0.5013550135501355,0.5772357723577236,0.3685636856368564,0.1598915989159891,0.1463414634146341,0.7046070460704607,0.4037940379403794,0.2005420054200542,0.021680216802168,0.089430894308943,0.070460704607046,0.070460704607046,0.051490514905149,0.6883468834688347,0.3116531165311653,0.4281842818428184,0.4661246612466124,0.4552845528455284,0.046070460704607,0.1626016260162601,0.1436314363143631,0.029810298102981,0.1002710027100271,0.0948509485094851,0.05420054200542,0.035230352303523,0.5772357723577236,0.2222222222222222,0.0975609756097561,1.4579945799457994,0.5555555555555556,0.1355013550135501,0.035230352303523,1.0596205962059622,0.032520325203252,0.078590785907859,4.2682926829268295,0.1138211382113821,2841.0650406504064,0.073170731707317,0.084010840108401,0.4200542005420054,0.2005420054200542,578.0216802168022,369,350,194,182,123,168,71,,,54.0,24.0,20.0,12.0,255.0,147.0,16,7,114.0,43.0,,,29.0,9.0
103.0,521.0,178.0,96.0,92.0,43.0,23.0,98.0,90.0,65.0,22.0,0.0,0.0,0.0,0.0,26.0,22.0,38.0,47.0,40.0,23.0,15.0,15.0,7.0,27.0,14.0,0.0,0.0,84.0,29.0,15.0,205.0,81.0,16.0,4.0,142.0,14.0,40.0,2565.0,25.0,969052.0,6.0,8.0,49.0,12.0,35575.0,2016,Rappahannock High School,5.058252427184466,1.7281553398058251,0.9320388349514565,0.8932038834951457,0.4174757281553398,0.2233009708737864,0.9514563106796116,0.8737864077669902,0.6310679611650486,0.2135922330097087,0.0,0.0,0.0,0.0,0.2524271844660194,0.2135922330097087,0.3689320388349514,0.4563106796116505,0.3883495145631068,0.2233009708737864,0.145631067961165,0.145631067961165,0.0679611650485436,0.2621359223300971,0.1359223300970873,0.0,0.0,0.8155339805825242,0.2815533980582524,0.145631067961165,1.9902912621359223,0.7864077669902912,0.1553398058252427,0.0388349514563106,1.3786407766990292,0.1359223300970873,0.3883495145631068,24.902912621359224,0.2427184466019417,9408.271844660194,0.058252427184466,0.0776699029126213,0.4757281553398058,0.116504854368932,345.3883495145631,103,55,31,23,15,32,16,,,,,,,48.0,27.0,,,,,,,,
306.0,904.0,987.0,208.0,275.0,97.0,75.0,281.0,245.0,174.0,55.0,0.0,0.0,16.0,15.0,190.0,85.0,123.0,141.0,141.0,27.0,75.0,74.0,2.0,86.0,86.0,25.0,15.0,211.0,87.0,31.0,546.0,175.0,52.0,14.0,365.0,50.0,107.0,5410.0,37.0,1442677.0,17.0,21.0,152.0,34.0,93390.0,2016,George Washington High School,2.954248366013072,3.2254901960784315,0.6797385620915033,0.8986928104575164,0.3169934640522875,0.2450980392156862,0.9183006535947712,0.8006535947712419,0.5686274509803921,0.1797385620915032,0.0,0.0,0.0522875816993464,0.0490196078431372,0.6209150326797386,0.2777777777777778,0.4019607843137255,0.4607843137254901,0.4607843137254901,0.088235294117647,0.2450980392156862,0.2418300653594771,0.0065359477124183,0.2810457516339869,0.2810457516339869,0.0816993464052287,0.0490196078431372,0.6895424836601307,0.284313725490196,0.1013071895424836,1.7843137254901962,0.5718954248366013,0.1699346405228758,0.0457516339869281,1.19281045751634,0.1633986928104575,0.349673202614379,17.679738562091504,0.1209150326797385,4714.630718954249,0.0555555555555555,0.0686274509803921,0.4967320261437908,0.1111111111111111,305.19607843137254,306,268,166,138,87,130,79,,,173.0,103.0,23.0,15.0,60.0,37.0,,,77.0,41.0,11.0,6.0,18.0,8.0
136.0,627.0,345.0,102.0,108.0,14.0,11.0,124.0,89.0,76.0,36.0,48.0,36.0,57.0,57.0,47.0,35.0,81.0,82.0,81.0,14.0,65.0,64.0,11.0,35.0,35.0,0.0,0.0,84.0,34.0,17.0,249.0,78.0,23.0,4.0,151.0,14.0,41.0,2476.0,27.0,1707392.0,23.0,33.0,59.0,40.0,309000.0,2016,Nelson County High School,4.610294117647059,2.536764705882353,0.75,0.7941176470588235,0.1029411764705882,0.0808823529411764,0.9117647058823528,0.6544117647058824,0.5588235294117647,0.2647058823529412,0.3529411764705882,0.2647058823529412,0.4191176470588235,0.4191176470588235,0.3455882352941176,0.2573529411764705,0.5955882352941176,0.6029411764705882,0.5955882352941176,0.1029411764705882,0.4779411764705882,0.4705882352941176,0.0808823529411764,0.2573529411764705,0.2573529411764705,0.0,0.0,0.6176470588235294,0.25,0.125,1.8308823529411764,0.5735294117647058,0.1691176470588235,0.0294117647058823,1.1102941176470589,0.1029411764705882,0.3014705882352941,18.205882352941178,0.1985294117647058,12554.35294117647,0.1691176470588235,0.2426470588235294,0.4338235294117647,0.2941176470588235,2272.058823529412,136,143,75,74,45,69,30,,,21.0,7.0,12.0,6.0,107.0,62.0,,,50.0,21.0,,,,
88.0,417.0,140.0,78.0,75.0,49.0,34.0,85.0,70.0,49.0,22.0,19.0,16.0,87.0,87.0,94.0,32.0,22.0,43.0,39.0,17.0,26.0,23.0,12.0,21.0,20.0,0.0,0.0,72.0,28.0,16.0,201.0,66.0,11.0,4.0,111.0,28.0,81.0,4035.0,30.0,247209.0,2.0,2.0,47.0,34.0,393300.0,2016,Lancaster High School (UVA),4.738636363636363,1.5909090909090908,0.8863636363636364,0.8522727272727273,0.5568181818181818,0.3863636363636363,0.9659090909090908,0.7954545454545454,0.5568181818181818,0.25,0.2159090909090909,0.1818181818181818,0.9886363636363636,0.9886363636363636,1.068181818181818,0.3636363636363636,0.25,0.4886363636363636,0.4431818181818182,0.1931818181818181,0.2954545454545454,0.2613636363636363,0.1363636363636363,0.2386363636363636,0.2272727272727272,0.0,0.0,0.8181818181818182,0.3181818181818182,0.1818181818181818,2.284090909090909,0.75,0.125,0.0454545454545454,1.2613636363636365,0.3181818181818182,0.9204545454545454,45.85227272727273,0.3409090909090909,2809.193181818182,0.0227272727272727,0.0227272727272727,0.5340909090909091,0.3863636363636363,4469.318181818182,88,86,46,42,22,44,24,,,35.0,12.0,,,47.0,33.0,,,44.0,17.0,,,,
226.0,277.0,440.0,159.0,216.0,55.0,53.0,217.0,145.0,36.0,2.0,2.0,2.0,0.0,0.0,39.0,25.0,102.0,107.0,106.0,17.0,35.0,32.0,13.0,26.0,26.0,23.0,15.0,171.0,52.0,23.0,372.0,167.0,30.0,7.0,276.0,16.0,24.0,1060.0,24.0,1057088.0,2.0,2.0,127.0,44.0,194325.0,2016,Tunstall High School,1.2256637168141593,1.9469026548672568,0.7035398230088495,0.9557522123893806,0.243362831858407,0.2345132743362832,0.9601769911504424,0.6415929203539823,0.1592920353982301,0.0088495575221238,0.0088495575221238,0.0088495575221238,0.0,0.0,0.1725663716814159,0.1106194690265486,0.4513274336283185,0.4734513274336283,0.4690265486725664,0.0752212389380531,0.1548672566371681,0.1415929203539823,0.0575221238938053,0.1150442477876106,0.1150442477876106,0.1017699115044247,0.0663716814159292,0.7566371681415929,0.2300884955752212,0.1017699115044247,1.646017699115044,0.7389380530973452,0.1327433628318584,0.0309734513274336,1.2212389380530972,0.0707964601769911,0.1061946902654867,4.690265486725664,0.1061946902654867,4677.380530973452,0.0088495575221238,0.0088495575221238,0.5619469026548672,0.1946902654867256,859.8451327433628,226,220,142,98,73,122,69,,,25.0,14.0,,,187.0,125.0,,,69.0,30.0,,,25.0,9.0
231.0,853.0,981.0,201.0,215.0,123.0,80.0,217.0,211.0,190.0,60.0,19.0,18.0,63.0,58.0,229.0,73.0,100.0,125.0,121.0,36.0,93.0,87.0,34.0,64.0,63.0,14.0,10.0,186.0,69.0,31.0,475.0,170.0,42.0,13.0,324.0,43.0,81.0,4355.0,30.0,2154852.0,12.0,17.0,143.0,31.0,97050.0,2016,Magna Vista High School,3.6926406926406927,4.246753246753247,0.8701298701298701,0.9307359307359307,0.5324675324675324,0.3463203463203463,0.9393939393939394,0.9134199134199136,0.8225108225108225,0.2597402597402597,0.0822510822510822,0.0779220779220779,0.2727272727272727,0.2510822510822511,0.9913419913419912,0.316017316017316,0.4329004329004329,0.5411255411255411,0.5238095238095238,0.1558441558441558,0.4025974025974026,0.3766233766233766,0.1471861471861472,0.277056277056277,0.2727272727272727,0.0606060606060606,0.0432900432900432,0.8051948051948052,0.2987012987012987,0.1341991341991342,2.0562770562770565,0.7359307359307359,0.1818181818181818,0.0562770562770562,1.4025974025974026,0.1861471861471861,0.3506493506493506,18.852813852813853,0.1298701298701298,9328.363636363636,0.0519480519480519,0.0735930735930736,0.6190476190476191,0.1341991341991342,420.1298701298701,231,234,158,128,93,106,65,,,78.0,53.0,17.0,12.0,128.0,86.0,11,7,112.0,67.0,,,14.0,9.0
190.0,1551.0,286.0,120.0,124.0,7.0,7.0,150.0,99.0,82.0,61.0,61.0,43.0,7.0,7.0,174.0,56.0,98.0,110.0,110.0,25.0,110.0,110.0,25.0,93.0,93.0,4.0,4.0,85.0,33.0,17.0,231.0,72.0,22.0,8.0,150.0,35.0,97.0,3375.0,22.0,1142194.0,28.0,43.0,64.0,11.0,126100.0,2016,Armstrong High School,8.163157894736843,1.5052631578947369,0.631578947368421,0.6526315789473685,0.0368421052631578,0.0368421052631578,0.7894736842105263,0.5210526315789473,0.431578947368421,0.3210526315789473,0.3210526315789473,0.2263157894736842,0.0368421052631578,0.0368421052631578,0.9157894736842104,0.2947368421052631,0.5157894736842106,0.5789473684210527,0.5789473684210527,0.131578947368421,0.5789473684210527,0.5789473684210527,0.131578947368421,0.4894736842105263,0.4894736842105263,0.0210526315789473,0.0210526315789473,0.4473684210526316,0.1736842105263158,0.0894736842105263,1.2157894736842103,0.3789473684210526,0.1157894736842105,0.0421052631578947,0.7894736842105263,0.1842105263157894,0.5105263157894737,17.763157894736842,0.1157894736842105,6011.547368421053,0.1473684210526315,0.2263157894736842,0.3368421052631579,0.0578947368421052,663.6842105263158,190,151,66,84,42,67,24,,,145.0,63.0,,,,,,,123.0,55.0,,,17.0,5.0
797.0,201.0,225.0,95.0,189.0,117.0,115.0,249.0,28.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,0.0,0.0,596.0,303.0,243.0,2525.0,588.0,207.0,101.0,1478.0,2.0,2.0,150.0,48.0,3124320.0,3.0,3.0,336.0,153.0,1449612.0,2016,Alexandria City High School,0.2521957340025094,0.2823086574654956,0.1191969887076537,0.2371392722710163,0.1468005018820577,0.1442910915934755,0.3124215809284818,0.0351317440401505,0.0112923462986198,0.0037641154328732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050188205771643,0.0037641154328732,0.001254705144291,0.0050188205771643,0.0037641154328732,0.001254705144291,0.0050188205771643,0.0037641154328732,0.0,0.0,0.7478042659974906,0.3801756587202007,0.3048933500627352,3.1681304893350064,0.7377666248431619,0.2597239648682559,0.1267252195734002,1.854454203262233,0.0025094102885821,0.0025094102885821,0.1882057716436637,0.0602258469259723,3920.100376411544,0.0037641154328732,0.0037641154328732,0.4215809284818068,0.191969887076537,1818.835633626098,797,605,433,327,258,278,175,45.0,40.0,221.0,158.0,175.0,91.0,157.0,137.0,,,329.0,210.0,152.0,80.0,28.0,19.0
286.0,506.0,302.0,187.0,160.0,46.0,41.0,208.0,129.0,67.0,8.0,76.0,60.0,3.0,3.0,184.0,86.0,158.0,204.0,204.0,31.0,201.0,201.0,30.0,113.0,88.0,38.0,20.0,184.0,66.0,36.0,519.0,165.0,34.0,12.0,321.0,86.0,356.0,14702.0,31.0,1230201.0,7.0,7.0,128.0,11.0,440888.0,2016,Huguenot High School,1.7692307692307692,1.055944055944056,0.6538461538461539,0.5594405594405595,0.1608391608391608,0.1433566433566433,0.7272727272727273,0.451048951048951,0.2342657342657342,0.0279720279720279,0.2657342657342657,0.2097902097902098,0.0104895104895104,0.0104895104895104,0.6433566433566433,0.3006993006993007,0.5524475524475524,0.7132867132867133,0.7132867132867133,0.1083916083916083,0.7027972027972028,0.7027972027972028,0.1048951048951049,0.3951048951048951,0.3076923076923077,0.1328671328671328,0.0699300699300699,0.6433566433566433,0.2307692307692307,0.1258741258741259,1.8146853146853144,0.5769230769230769,0.1188811188811188,0.0419580419580419,1.1223776223776225,0.3006993006993007,1.2447552447552448,51.40559440559441,0.1083916083916083,4301.402097902098,0.0244755244755244,0.0244755244755244,0.4475524475524475,0.0384615384615384,1541.5664335664335,286,236,123,128,70,108,53,,,181.0,95.0,32.0,13.0,19.0,14.0,,,147.0,71.0,23.0,8.0,25.0,14.0
200.0,340.0,178.0,125.0,141.0,23.0,21.0,171.0,76.0,29.0,5.0,28.0,25.0,0.0,0.0,73.0,42.0,67.0,91.0,80.0,50.0,67.0,54.0,33.0,33.0,33.0,0.0,0.0,138.0,36.0,19.0,296.0,137.0,22.0,6.0,221.0,11.0,12.0,685.0,10.0,1013272.0,7.0,13.0,101.0,57.0,174800.0,2016,Patrick County High School,1.7,0.89,0.625,0.705,0.115,0.105,0.855,0.38,0.145,0.025,0.14,0.125,0.0,0.0,0.365,0.21,0.335,0.455,0.4,0.25,0.335,0.27,0.165,0.165,0.165,0.0,0.0,0.69,0.18,0.095,1.48,0.685,0.11,0.03,1.105,0.055,0.06,3.425,0.05,5066.36,0.035,0.065,0.505,0.285,874.0,200,167,102,79,55,88,47,,,,,,,149.0,89.0,,,93.0,48.0,,,18.0,11.0
286.0,458.0,853.0,179.0,247.0,30.0,23.0,252.0,204.0,110.0,28.0,42.0,36.0,52.0,46.0,41.0,27.0,156.0,161.0,155.0,15.0,47.0,46.0,4.0,49.0,21.0,0.0,0.0,231.0,144.0,105.0,1076.0,227.0,113.0,63.0,706.0,65.0,356.0,19730.0,14.0,667975.0,18.0,23.0,141.0,48.0,231746.0,2016,Charlottesville High School,1.6013986013986017,2.9825174825174825,0.6258741258741258,0.8636363636363636,0.1048951048951049,0.0804195804195804,0.8811188811188811,0.7132867132867133,0.3846153846153846,0.0979020979020979,0.1468531468531468,0.1258741258741259,0.1818181818181818,0.1608391608391608,0.1433566433566433,0.0944055944055944,0.5454545454545454,0.5629370629370629,0.541958041958042,0.0524475524475524,0.1643356643356643,0.1608391608391608,0.0139860139860139,0.1713286713286713,0.0734265734265734,0.0,0.0,0.8076923076923077,0.5034965034965035,0.3671328671328671,3.762237762237762,0.7937062937062938,0.3951048951048951,0.2202797202797203,2.4685314685314683,0.2272727272727272,1.2447552447552448,68.98601398601399,0.0489510489510489,2335.576923076923,0.0629370629370629,0.0804195804195804,0.493006993006993,0.1678321678321678,810.3006993006993,286,219,162,122,93,97,69,12.0,11.0,69.0,43.0,10.0,7.0,117.0,93.0,11,8,95.0,61.0,18.0,14.0,15.0,10.0
126.0,103.0,145.0,75.0,89.0,21.0,19.0,100.0,38.0,9.0,0.0,24.0,24.0,0.0,0.0,29.0,21.0,47.0,52.0,51.0,33.0,28.0,27.0,8.0,33.0,25.0,11.0,11.0,87.0,22.0,6.0,164.0,84.0,6.0,0.0,106.0,6.0,6.0,325.0,13.0,646432.0,1.0,1.0,65.0,30.0,235108.0,2016,Gretna High School,0.8174603174603174,1.1507936507936507,0.5952380952380952,0.7063492063492064,0.1666666666666666,0.1507936507936507,0.7936507936507936,0.3015873015873015,0.0714285714285714,0.0,0.1904761904761904,0.1904761904761904,0.0,0.0,0.2301587301587301,0.1666666666666666,0.373015873015873,0.4126984126984127,0.4047619047619047,0.2619047619047619,0.2222222222222222,0.2142857142857142,0.0634920634920634,0.2619047619047619,0.1984126984126984,0.0873015873015873,0.0873015873015873,0.6904761904761905,0.1746031746031746,0.0476190476190476,1.3015873015873016,0.6666666666666666,0.0476190476190476,0.0,0.8412698412698413,0.0476190476190476,0.0476190476190476,2.5793650793650795,0.1031746031746031,5130.412698412699,0.0079365079365079,0.0079365079365079,0.5158730158730159,0.238095238095238,1865.936507936508,126,138,78,76,53,62,25,,,51.0,27.0,,,82.0,48.0,,,76.0,34.0,,,14.0,3.0
125.0,2531.0,949.0,120.0,125.0,272.0,85.0,125.0,122.0,107.0,73.0,1.0,1.0,0.0,0.0,178.0,61.0,53.0,64.0,62.0,13.0,54.0,50.0,10.0,37.0,32.0,0.0,0.0,95.0,45.0,27.0,304.0,93.0,36.0,15.0,242.0,41.0,120.0,5330.0,34.0,3168708.0,37.0,82.0,66.0,25.0,101000.0,2016,Buckingham County High School,20.248,7.592,0.96,1.0,2.176,0.68,1.0,0.976,0.856,0.584,0.008,0.008,0.0,0.0,1.424,0.488,0.424,0.512,0.496,0.104,0.432,0.4,0.08,0.296,0.256,0.0,0.0,0.76,0.36,0.216,2.432,0.744,0.288,0.12,1.936,0.328,0.96,42.64,0.272,25349.664,0.296,0.656,0.528,0.2,808.0,125,125,66,63,38,62,28,,,40.0,20.0,,,75.0,39.0,,,60.0,30.0,,,,
116.0,402.0,131.0,105.0,88.0,12.0,9.0,107.0,88.0,41.0,8.0,21.0,19.0,89.0,89.0,61.0,23.0,37.0,70.0,64.0,23.0,29.0,28.0,7.0,25.0,24.0,0.0,0.0,94.0,42.0,23.0,321.0,91.0,32.0,17.0,259.0,8.0,19.0,865.0,34.0,1159810.0,0.0,0.0,62.0,31.0,86225.0,2016,Northumberland High School,3.4655172413793105,1.1293103448275863,0.9051724137931034,0.7586206896551724,0.1034482758620689,0.0775862068965517,0.9224137931034484,0.7586206896551724,0.3534482758620689,0.0689655172413793,0.1810344827586207,0.1637931034482758,0.7672413793103449,0.7672413793103449,0.5258620689655172,0.1982758620689655,0.3189655172413793,0.603448275862069,0.5517241379310345,0.1982758620689655,0.25,0.2413793103448276,0.0603448275862069,0.2155172413793103,0.2068965517241379,0.0,0.0,0.8103448275862069,0.3620689655172414,0.1982758620689655,2.7672413793103448,0.7844827586206896,0.2758620689655172,0.146551724137931,2.2327586206896552,0.0689655172413793,0.1637931034482758,7.456896551724138,0.293103448275862,9998.362068965518,0.0,0.0,0.5344827586206896,0.2672413793103448,743.3189655172414,116,86,51,33,22,53,29,,,33.0,16.0,,,50.0,32.0,,,35.0,19.0,,,,
144.0,464.0,6951.0,124.0,142.0,123.0,71.0,143.0,136.0,118.0,99.0,21.0,18.0,54.0,47.0,70.0,50.0,73.0,96.0,93.0,27.0,94.0,91.0,26.0,86.0,86.0,4.0,4.0,107.0,39.0,20.0,280.0,90.0,21.0,6.0,165.0,7.0,7.0,230.0,23.0,1252892.0,3.0,3.0,81.0,27.0,214232.0,2017,Martinsville High School,3.2222222222222223,48.270833333333336,0.8611111111111112,0.9861111111111112,0.8541666666666666,0.4930555555555556,0.9930555555555556,0.9444444444444444,0.8194444444444444,0.6875,0.1458333333333333,0.125,0.375,0.3263888888888889,0.4861111111111111,0.3472222222222222,0.5069444444444444,0.6666666666666666,0.6458333333333334,0.1875,0.6527777777777778,0.6319444444444444,0.1805555555555555,0.5972222222222222,0.5972222222222222,0.0277777777777777,0.0277777777777777,0.7430555555555556,0.2708333333333333,0.1388888888888889,1.9444444444444444,0.625,0.1458333333333333,0.0416666666666666,1.1458333333333333,0.0486111111111111,0.0486111111111111,1.5972222222222223,0.1597222222222222,8700.638888888889,0.0208333333333333,0.0208333333333333,0.5625,0.1875,1487.7222222222222,144,131,86,66,51,65,35,,,85.0,54.0,10.0,7.0,33.0,24.0,,,71.0,47.0,,,,
259.0,894.0,681.0,238.0,237.0,89.0,74.0,249.0,225.0,158.0,38.0,24.0,22.0,76.0,70.0,66.0,47.0,116.0,125.0,114.0,72.0,79.0,73.0,44.0,74.0,74.0,30.0,14.0,210.0,92.0,41.0,614.0,210.0,70.0,31.0,508.0,0.0,0.0,313.75,57.0,4070495.0,55.0,76.0,207.0,49.0,165350.0,2017,Bassett High School,3.451737451737452,2.629343629343629,0.918918918918919,0.915057915057915,0.3436293436293436,0.2857142857142857,0.9613899613899614,0.8687258687258688,0.61003861003861,0.1467181467181467,0.0926640926640926,0.0849420849420849,0.2934362934362934,0.2702702702702703,0.2548262548262548,0.1814671814671814,0.4478764478764478,0.4826254826254826,0.4401544401544401,0.277992277992278,0.305019305019305,0.2818532818532818,0.1698841698841698,0.2857142857142857,0.2857142857142857,0.1158301158301158,0.054054054054054,0.8108108108108109,0.3552123552123552,0.1583011583011583,2.370656370656371,0.8108108108108109,0.2702702702702703,0.1196911196911196,1.9613899613899612,0.0,0.0,1.2113899613899617,0.22007722007722,15716.196911196912,0.2123552123552123,0.2934362934362934,0.7992277992277992,0.1891891891891892,638.4169884169884,259,236,158,122,87,114,71,,,45.0,25.0,31.0,19.0,145.0,100.0,12,11,133.0,81.0,,,17.0,9.0
